Alabama,0.3541666666666667
Alaska,0.45
Arizona,0.48520710059171596
Arkansas,0.55
California,0.5207017543859649
Colorado,0.46551724137931033
Connecticut,0.6022727272727273
Delaware,0.11764705882352941
Florida,0.3273809523809524
Georgia,0.3681592039800995
Hawaii,0.4318181818181818
Idaho,0.5384615384615384
Illinois,0.5080906148867314
Indiana,0.5375
Iowa,0.43333333333333335
Kansas,0.4772727272727273
Kentucky,0.53125
Louisiana,0.5319148936170213
Maine,0.5
Maryland,0.5284090909090909
Massachusetts,0.6769911504424779
Michigan,0.4550561797752809
Minnesota,0.5918367346938775
Mississippi,0.4090909090909091
Missouri,0.44954128440366975
Montana,0.631578947368421
Nebraska,0.5
Nevada,0.2916666666666667
New Hampshire,0.5925925925925926
New Jersey,0.4956521739130435
New Mexico,0.4583333333333333
New York,0.6329723225030084
North Carolina,0.4876543209876543
North Dakota,0.4
Ohio,0.47333333333333333
Oklahoma,0.4807692307692308
Oregon,0.5631067961165048
Pennsylvania,0.5371900826446281
Rhode Island,0.7058823529411765
South Carolina,0.7021276595744681
South Dakota,0.5
Tennessee,0.5977653631284916
Texas,0.5123042505592841
Utah,0.4551282051282051
Vermont,0.7391304347826086
Virginia,0.5119047619047619
Washington,0.588
West Virginia,0.3333333333333333
Wisconsin,0.44715447154471544
Wyoming,0.5
District of Columbia,0.0
